-4329.0,-4329.0,-1.0,-1.0,-1.0,-1.0,88.0,113.0,147.0,112.0,150.0,151.0,126.0,114.0,116.0,113.0,116.0,127.0,130.0,145.0,162.0,145.0,99.0,181.0,227.0,156.0,168.0,188.0,159.0,172.0,131.0,107.0,144.0,168.0,104.0,145.0,173.0,122.0,-1.0,-1.0,-1.0,-1.0
-4107.0,-4107.0,-1.0,-1.0,-1.0,114.0,151.0,130.0,173.0,191.0,113.0,58.0,198.0,160.0,153.0,153.0,118.0,155.0,191.0,221.0,171.0,126.0,91.0,108.0,148.0,152.0,163.0,132.0,210.0,156.0,145.0,233.0,145.0,234.0,114.0,184.0,182.0,178.0,131.0,-1.0,-1.0,-1.0
-3885.0,-3885.0,-1.0,-1.0,206.0,227.0,100.0,156.0,108.0,111.0,199.0,117.0,145.0,133.0,136.0,87.0,168.0,171.0,141.0,205.0,189.0,175.0,235.0,215.0,189.0,217.0,146.0,195.0,204.0,154.0,171.0,173.0,146.0,179.0,155.0,223.0,113.0,139.0,128.0,185.0,-1.0,-1.0
-3663.0,-3663.0,-1.0,138.0,114.0,162.0,154.0,138.0,161.0,82.0,127.0,100.0,140.0,83.0,163.0,168.0,216.0,165.0,198.0,221.0,145.0,196.0,190.0,260.0,282.0,225.0,231.0,168.0,185.0,112.0,169.0,215.0,166.0,181.0,144.0,179.0,134.0,131.0,174.0,166.0,151.0,-1.0
-3441.0,-3441.0,177.0,157.0,100.0,160.0,88.0,138.0,142.0,123.0,151.0,181.0,180.0,102.0,124.0,187.0,234.0,189.0,231.0,214.0,241.0,304.0,263.0,223.0,229.0,197.0,205.0,221.0,269.0,190.0,276.0,161.0,148.0,148.0,193.0,166.0,143.0,187.0,129.0,180.0,68.0,129.0
-3219.0,-3219.0,177.0,62.0,128.0,157.0,220.0,120.0,141.0,190.0,150.0,101.0,126.0,123.0,212.0,206.0,242.0,302.0,223.0,283.0,425.0,280.0,338.0,259.0,305.0,274.0,229.0,214.0,177.0,189.0,205.0,189.0,159.0,194.0,167.0,196.0,203.0,182.0,224.0,82.0,143.0,53.0
-2997.0,-2997.0,195.0,140.0,170.0,122.0,145.0,115.0,217.0,183.0,160.0,201.0,155.0,136.0,233.0,230.0,365.0,432.0,547.0,613.0,725.0,763.0,571.0,616.0,495.0,301.0,281.0,245.0,230.0,267.0,270.0,159.0,185.0,194.0,176.0,137.0,184.0,108.0,127.0,130.0,100.0,94.0
-2775.0,-2775.0,124.0,93.0,109.0,73.0,172.0,152.0,202.0,164.0,238.0,135.0,231.0,192.0,270.0,377.0,575.0,914.0,1319.0,1188.0,1202.0,1164.0,1009.0,1106.0,893.0,594.0,541.0,343.0,272.0,251.0,281.0,209.0,209.0,234.0,197.0,168.0,183.0,97.0,208.0,96.0,78.0,27.0
-2553.0,-2553.0,147.0,161.0,172.0,123.0,105.0,132.0,209.0,118.0,216.0,189.0,184.0,166.0,504.0,1053.0,1648.0,1296.0,1105.0,1000.0,1159.0,822.0,765.0,805.0,831.0,697.0,745.0,577.0,473.0,373.0,227.0,259.0,261.0,218.0,252.0,186.0,148.0,178.0,142.0,86.0,39.0,120.0
-2331.0,-2331.0,202.0,114.0,213.0,109.0,173.0,185.0,154.0,178.0,228.0,270.0,246.0,429.0,1193.0,1361.0,1241.0,1120.0,797.0,783.0,798.0,779.0,893.0,868.0,762.0,713.0,792.0,1126.0,1030.0,532.0,328.0,215.0,275.0,214.0,155.0,178.0,181.0,161.0,117.0,50.0,19.0,127.0
-2109.0,-2109.0,166.0,137.0,141.0,157.0,136.0,161.0,173.0,105.0,176.0,240.0,319.0,1028.0,1614.0,1124.0,1096.0,760.0,647.0,781.0,850.0,817.0,761.0,542.0,493.0,433.0,653.0,1283.0,1460.0,1031.0,454.0,350.0,247.0,336.0,240.0,210.0,209.0,144.0,128.0,83.0,219.0,213.0
-1887.0,-1887.0,194.0,173.0,148.0,165.0,175.0,198.0,194.0,176.0,174.0,191.0,706.0,2085.0,1444.0,972.0,800.0,737.0,795.0,789.0,646.0,877.0,690.0,325.0,280.0,289.0,743.0,1318.0,1294.0,1619.0,884.0,411.0,308.0,381.0,285.0,230.0,206.0,126.0,69.0,31.0,60.0,172.0
-1665.0,-1665.0,147.0,190.0,167.0,151.0,172.0,171.0,189.0,218.0,178.0,419.0,1515.0,1951.0,1095.0,858.0,753.0,834.0,705.0,726.0,537.0,560.0,582.0,319.0,251.0,358.0,920.0,1085.0,1022.0,1337.0,1439.0,592.0,520.0,305.0,217.0,164.0,140.0,79.0,41.0,281.0,207.0,421.0
-1443.0,-1443.0,146.0,163.0,180.0,191.0,218.0,144.0,168.0,335.0,312.0,728.0,2278.0,1582.0,987.0,804.0,524.0,782.0,768.0,818.0,872.0,448.0,448.0,237.0,249.0,414.0,723.0,1035.0,800.0,1176.0,1774.0,896.0,466.0,256.0,215.0,145.0,94.0,104.0,76.0,-1.0,342.0,1177.0
-1221.0,-1221.0,218.0,222.0,227.0,223.0,240.0,256.0,266.0,227.0,306.0,1218.0,2307.0,1800.0,1085.0,796.0,701.0,701.0,668.0,804.0,835.0,564.0,406.0,307.0,284.0,555.0,848.0,749.0,823.0,1217.0,1810.0,1467.0,436.0,282.0,258.0,214.0,88.0,80.0,132.0,241.0,861.0,544.0
-999.0,-999.0,217.0,132.0,154.0,176.0,222.0,280.0,176.0,280.0,398.0,1200.0,2279.0,1833.0,1206.0,792.0,701.0,602.0,784.0,845.0,756.0,525.0,466.0,361.0,424.0,683.0,893.0,656.0,660.0,1306.0,1863.0,1504.0,473.0,264.0,183.0,170.0,104.0,67.0,455.0,496.0,1285.0,98.0
-777.0,-777.0,279.0,245.0,185.0,171.0,211.0,195.0,309.0,233.0,425.0,1619.0,2350.0,1665.0,1161.0,801.0,615.0,673.0,521.0,831.0,692.0,529.0,466.0,351.0,528.0,868.0,603.0,551.0,775.0,1299.0,1797.0,1182.0,552.0,342.0,222.0,89.0,154.0,278.0,132.0,725.0,504.0,-1.0
-555.0,-555.0,241.0,230.0,261.0,219.0,199.0,206.0,262.0,246.0,414.0,1802.0,2015.0,1880.0,1390.0,864.0,760.0,603.0,598.0,712.0,675.0,573.0,508.0,364.0,627.0,568.0,458.0,724.0,970.0,1231.0,1353.0,1120.0,557.0,289.0,214.0,157.0,54.0,182.0,354.0,1088.0,-1.0,-1.0
-333.0,-333.0,232.0,259.0,185.0,197.0,220.0,279.0,286.0,240.0,433.0,1176.0,1920.0,1777.0,1461.0,961.0,804.0,521.0,457.0,530.0,535.0,450.0,387.0,404.0,465.0,386.0,436.0,808.0,1199.0,1464.0,1415.0,839.0,447.0,256.0,177.0,125.0,216.0,255.0,439.0,590.0,-1.0,-1.0
-111.0,-111.0,195.0,229.0,288.0,193.0,221.0,239.0,273.0,299.0,391.0,962.0,1705.0,1663.0,1360.0,1097.0,696.0,597.0,471.0,544.0,542.0,471.0,364.0,534.0,395.0,425.0,513.0,954.0,1245.0,1446.0,1303.0,970.0,428.0,289.0,103.0,114.0,680.0,182.0,543.0,125.0,-1.0,-1.0
111.0,111.0,172.0,225.0,191.0,245.0,232.0,280.0,251.0,242.0,478.0,749.0,1245.0,1563.0,1333.0,1180.0,993.0,582.0,543.0,435.0,476.0,353.0,511.0,497.0,436.0,386.0,505.0,662.0,1225.0,1498.0,1232.0,841.0,434.0,225.0,142.0,189.0,240.0,1106.0,1005.0,-1.0,-1.0,-1.0
333.0,333.0,274.0,256.0,309.0,279.0,292.0,218.0,195.0,312.0,470.0,564.0,958.0,1305.0,1453.0,1201.0,927.0,772.0,464.0,450.0,550.0,483.0,564.0,434.0,390.0,394.0,441.0,789.0,1155.0,1599.0,1146.0,660.0,207.0,184.0,105.0,126.0,429.0,1127.0,187.0,-1.0,-1.0,-1.0
555.0,555.0,241.0,374.0,284.0,299.0,342.0,252.0,314.0,347.0,374.0,329.0,689.0,1010.0,1520.0,1133.0,960.0,623.0,518.0,573.0,612.0,517.0,680.0,448.0,360.0,428.0,511.0,927.0,1182.0,1254.0,818.0,346.0,242.0,151.0,163.0,-1.0,594.0,1363.0,49.0,-1.0,-1.0,-1.0
777.0,777.0,303.0,338.0,307.0,313.0,281.0,204.0,309.0,297.0,402.0,550.0,431.0,645.0,1251.0,1293.0,981.0,651.0,500.0,935.0,1263.0,954.0,824.0,449.0,420.0,434.0,683.0,1128.0,1247.0,879.0,532.0,296.0,138.0,31.0,267.0,331.0,1016.0,736.0,-1.0,-1.0,-1.0,-1.0
999.0,999.0,323.0,322.0,294.0,273.0,282.0,231.0,307.0,339.0,530.0,578.0,479.0,581.0,1008.0,988.0,999.0,772.0,682.0,928.0,1216.0,1308.0,816.0,451.0,421.0,617.0,790.0,1567.0,1016.0,672.0,335.0,206.0,135.0,102.0,284.0,258.0,1007.0,71.0,-1.0,-1.0,-1.0,-1.0
1221.0,1221.0,294.0,296.0,356.0,381.0,272.0,330.0,425.0,395.0,353.0,361.0,405.0,577.0,713.0,700.0,790.0,701.0,751.0,1047.0,1035.0,1333.0,745.0,590.0,703.0,797.0,770.0,907.0,650.0,447.0,288.0,93.0,193.0,150.0,295.0,602.0,1703.0,-1.0,-1.0,-1.0,-1.0,-1.0
1443.0,1443.0,350.0,226.0,256.0,339.0,327.0,320.0,308.0,451.0,446.0,342.0,499.0,506.0,432.0,563.0,770.0,677.0,794.0,886.0,875.0,796.0,459.0,430.0,628.0,535.0,621.0,468.0,375.0,311.0,200.0,158.0,82.0,193.0,252.0,545.0,256.0,-1.0,-1.0,-1.0,-1.0,-1.0
1665.0,1665.0,328.0,507.0,334.0,375.0,326.0,352.0,444.0,372.0,531.0,372.0,522.0,494.0,456.0,444.0,510.0,635.0,637.0,508.0,623.0,472.0,404.0,426.0,395.0,457.0,437.0,348.0,352.0,327.0,195.0,84.0,146.0,219.0,434.0,1305.0,305.0,30.0,-1.0,-1.0,-1.0,-1.0
1887.0,1887.0,389.0,452.0,393.0,327.0,379.0,463.0,328.0,432.0,399.0,436.0,510.0,364.0,557.0,450.0,580.0,680.0,478.0,500.0,559.0,400.0,386.0,338.0,306.0,468.0,428.0,265.0,356.0,272.0,176.0,220.0,222.0,149.0,684.0,1432.0,365.0,-1.0,-1.0,-1.0,-1.0,-1.0
2109.0,2109.0,305.0,395.0,412.0,241.0,404.0,408.0,485.0,418.0,449.0,449.0,521.0,400.0,464.0,443.0,376.0,515.0,459.0,473.0,520.0,382.0,356.0,372.0,470.0,320.0,396.0,339.0,321.0,211.0,119.0,117.0,165.0,70.0,1114.0,1413.0,43.0,-1.0,-1.0,-1.0,-1.0,-1.0
2331.0,2331.0,404.0,552.0,397.0,229.0,325.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,344.0,457.0,442.0,413.0,612.0,415.0,412.0,372.0,455.0,315.0,463.0,481.0,445.0,339.0,482.0,244.0,220.0,215.0,128.0,95.0,243.0,744.0,916.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2553.0,2553.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,414.0,474.0,375.0,417.0,468.0,362.0,390.0,341.0,375.0,158.0,106.0,130.0,271.0,745.0,1430.0,309.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2775.0,2775.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,461.0,502.0,349.0,414.0,348.0,259.0,125.0,181.0,345.0,213.0,1831.0,70.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2997.0,2997.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,374.0,293.0,127.0,162.0,93.0,78.0,429.0,1650.0,203.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3219.0,3219.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,153.0,352.0,417.0,1717.0,2010.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3441.0,3441.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,219.0,643.0,1215.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3663.0,3663.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2523.0,947.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3885.0,3885.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4107.0,4107.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4329.0,4329.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
